s_inhib,neuron,name_mover,stat_in,stat_out,z_in,z_out,path_z
L7H3,L7N1417,L10H0,0.08634831046618129,0.05821723273235061,5.725901466953305,3.5895076915543247,3.5895076915543247
L8H6,L9N2007,L10H0,0.0629463161556557,0.09282191120155492,3.5879052179387942,8.036596250245136,3.5879052179387942
L7H9,L8N2877,L9H6,0.09000905501808061,0.05895585419261403,6.841043351643571,3.58070521456884,3.58070521456884
L7H3,L8N2877,L9H6,0.06510356336722785,0.05895585419261403,3.8472220300127384,3.58070521456884,3.58070521456884
L8H10,L8N2909,L9H9,0.07264210759903782,0.05890713883921834,4.295331964990539,3.574295542889661,3.574295542889661
L7H9,L7N1417,L10H0,0.06534357442998699,0.05821723273235061,3.53355577782078,3.5895076915543247,3.53355577782078
L7H9,L9N2007,L10H0,0.06106829902232039,0.09282191120155492,3.53259162907943,8.036596250245136,3.53259162907943
L7H9,L7N2088,L9H6,0.07104555738893835,0.05919508987372561,4.128693833258541,3.5196636249901574,3.5196636249901574
L7H9,L7N2146,L10H0,0.10079801780140106,0.057479847009782696,7.234073411176192,3.483114641300349,3.483114641300349
L7H3,L7N2146,L10H0,0.0711461930023718,0.057479847009782696,4.139197562174907,3.483114641300349,3.483114641300349
L7H3,L8N2037,L10H0,0.07570327126421918,0.05891400448917058,5.121384048170882,3.482562849080566,3.482562849080566
L8H10,L8N428,L10H0,0.06474002424543039,0.14019551682811812,3.4705609064256935,14.211001041104595,3.4705609064256935
L8H10,L8N428,L9H9,0.06474002424543039,0.1442095864099469,3.4705609064256935,14.797875877361662,3.4705609064256935
L8H10,L8N428,L9H6,0.06474002424543039,0.11821026165548888,3.4705609064256935,11.377041911469469,3.4705609064256935
L7H3,L7N990,L10H0,0.06467510900812089,0.08722829130910095,3.4637854515744984,7.775342755363759,3.4637854515744984
L7H3,L7N990,L9H6,0.06467510900812089,0.07048700753774971,3.4637854515744984,5.010096532078898,3.4637854515744984
L7H3,L7N990,L9H9,0.06467510900812089,0.07192641179783274,3.4637854515744984,5.200085118576165,3.4637854515744984
L8H6,L8N538,L9H9,0.06673276992741302,0.05801667044860169,3.678551494734158,3.4571330955975457,3.4571330955975457
L8H10,L8N1548,L9H6,0.06449536033305045,0.08761717507896352,3.4450243858682255,7.351788537744302,3.4450243858682255
L8H10,L8N1548,L10H0,0.06449536033305045,0.09194601272891263,3.4450243858682255,7.842494751930907,3.4450243858682255
L8H10,L8N1548,L9H9,0.06449536033305045,0.09919232089434948,3.4450243858682255,8.874776243747615,3.4450243858682255
L7H3,L8N1717,L10H0,0.06171119804398083,0.11130699183998691,3.439435033559277,10.397972150826439,3.439435033559277
L7H3,L8N1717,L9H6,0.06171119804398083,0.07304546823578173,3.439435033559277,5.434531448148821,3.439435033559277
L7H3,L8N1717,L9H9,0.06171119804398083,0.06036006789564817,3.439435033559277,3.765463164095463,3.439435033559277
L8H10,L8N2649,L10H0,0.06441554275665047,0.11949222791049963,3.4366935161426566,11.478350661790035,3.4366935161426566
L8H10,L8N2649,L9H6,0.06441554275665047,0.08467627260535428,3.4366935161426566,6.964842370214553,3.4366935161426566
L8H10,L8N2649,L9H9,0.06441554275665047,0.10620477982655878,3.4366935161426566,9.797433194506016,3.4366935161426566
L8H10,L8N2010,L10H0,0.06441127108384957,0.07071475448233326,3.4362476651005727,5.040157107332444,3.4362476651005727
L8H10,L8N938,L10H0,0.06917519618228563,0.058555886222488335,3.933476986854945,3.4352944164569985,3.4352944164569985
L7H3,L8N534,L9H6,0.07530859976089092,0.05766191939751969,5.073941661637479,3.4104570970307297,3.4104570970307297
L7H9,L8N534,L9H6,0.06170072331805587,0.05766191939751969,3.438175895283591,3.4104570970307297,3.4104570970307297
L7H9,L8N1539,L9H6,0.06431043681517007,0.05756510233349548,3.7518824472576706,3.3977184930777486,3.3977184930777486
L7H3,L8N1539,L9H6,0.06359043696805444,0.05756510233349548,3.665333226544258,3.3977184930777486,3.3977184930777486
L8H10,L8N1324,L9H6,0.06702501659307936,0.057503051510841154,3.7090544116255164,3.3895542209763714,3.3895542209763714
L7H9,L8N1324,L9H6,0.06509424729815878,0.057503051510841154,3.846102170722115,3.3895542209763714,3.3895542209763714
L7H3,L7N617,L9H9,0.10891529371037706,0.05819769643690777,8.081304950571777,3.388016543973638,3.388016543973638
L7H9,L7N617,L9H9,0.12252397534259028,0.05819769643690777,9.501695783370133,3.388016543973638,3.388016543973638
L8H10,L8N1458,L9H9,0.07782497977113124,0.057488571303168375,4.836288416156334,3.387649002794437,3.387649002794437
L7H3,L8N1458,L9H9,0.06379899756290718,0.057488571303168375,3.690403727639977,3.387649002794437,3.387649002794437
L8H10,L9N2864,L10H0,0.06225561214689555,0.05746590391336739,3.5048775701673356,3.3846665646856917,3.3846665646856917
L7H3,L7N1613,L9H6,0.07497635231819132,0.058155828049373116,4.538966131047107,3.382490288433607,3.382490288433607
L7H3,L8N2365,L10H0,0.061231665361637475,0.06181227081568204,3.381791715814566,3.865108279809511,3.381791715814566
L7H3,L8N2365,L9H9,0.061231665361637475,0.058526322168899865,3.381791715814566,3.5241899877298093,3.381791715814566
L7H9,L8N1548,L9H9,0.0611858268050769,0.09919232089434948,3.3762815877710133,8.874776243747615,3.3762815877710133
L7H9,L8N1548,L10H0,0.0611858268050769,0.09194601272891263,3.3762815877710133,7.842494751930907,3.3762815877710133
L7H9,L8N1548,L9H6,0.0611858268050769,0.08761717507896352,3.3762815877710133,7.351788537744302,3.3762815877710133
L8H10,L8N3029,L10H0,0.06593964604531641,0.05798490048281624,3.5957700819677068,3.359929366763356,3.359929366763356
L7H3,L7N131,L9H6,0.06367661366463383,0.06163165993482607,3.3595686236105236,3.841269246598735,3.3595686236105236
L7H3,L7N131,L10H0,0.06367661366463383,0.06647677836704823,3.3595686236105236,4.781228966990946,3.3595686236105236
L7H3,L7N131,L9H9,0.06367661366463383,0.061522118697393186,3.3595686236105236,3.826810775521378,3.3595686236105236
L7H9,L7N308,L9H6,0.06775908553862253,0.05796589431524524,3.7856720318381445,3.357420721338521,3.357420721338521
L8H10,L8N2416,L10H0,0.0636342470709581,0.07497404684463463,3.355146658066746,5.602345894619739,3.355146658066746
L8H10,L8N2482,L9H6,0.06356115625569012,0.06457654523362516,3.3475178864653397,4.320241760477785,3.3475178864653397
L8H10,L8N2482,L9H9,0.06356115625569012,0.058515915217008704,3.3475178864653397,3.5228207039177524,3.3475178864653397
